"Date","Tournament","Home.Team","Away.Team","Period","Clock","Offense.Team","Defense.Team","Offense.Team.Skaters","Defense.Team.Skaters","Offense.Team.Goals","Defense.Team.Goals","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","sequence","pass_cluster"
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1156,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Hilary Knight","Play",84,5,"","","","","Hannah Brandt",70,19,2614,9
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1157,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",63,3,"","","","","Lee Stecklein",84,6,2614,5
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1162,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Marie-Philip Poulin","Incomplete Play",154,5,"","","","","Emily Clark",190,35,2619,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1164,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Ronja Savolainen","Play",2,25,"","","","","Petra Nieminen",13,7,2622,2
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1172,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Renata Fast","Incomplete Play",194,19,"","","","","Brianne Jenner",180,13,2628,7
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1175,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Renata Fast","Incomplete Play",192,21,"","","","","Brianne Jenner",161,34,2631,7
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1181,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Ronja Savolainen","Incomplete Play",10,12,"","","","","Petra Nieminen",33,4,2639,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1185,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Marie-Philip Poulin","Play",134,19,"","","","","Jocelyne Larocque",135,25,2642,3
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1185,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Incomplete Play",177,2,"","","","","Kendall Coyne Schofield",198,25,2644,7
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1186,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Renata Fast","Play",159,6,"","","","","Marie-Philip Poulin",147,23,2646,3
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1187,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Susanna Tapani","Incomplete Play",3,39,"","","","","Michelle Karvinen",28,5,2648,2
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1189,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Brianne Jenner","Play",171,5,"","","","","Marie-Philip Poulin",155,38,2650,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1189,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Marie-Philip Poulin","Play",155,38,"","","","","Renata Fast",142,22,2650,1
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1191,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Hilary Knight","Play",196,21,"","","","","Lee Stecklein",133,3,2653,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",1,1192,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,0,0,"Sarah Nurse","Play",162,6,"","","","","Brianne Jenner",169,4,2655,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",1,1198,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Play",106,25,"","","","","Kendall Coyne Schofield",131,4,2664,1
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,1,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Stefanie Wetli","Play",63,11,"","","","","Shannon Sigrist",51,41,2670,9
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,3,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Nicole Vallario","Incomplete Play",30,27,"","","","","Lena Marie Lutz",79,13,2672,5
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,8,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Kelly Pannek","Play",169,2,"","","","","Jesse Compher",179,4,2681,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,10,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Jesse Compher","Incomplete Play",196,26,"","","","","Kelly Pannek",176,16,2681,7
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,13,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Lena Marie Lutz","Incomplete Play",63,31,"","","","","Laura Zimmermann",92,26,2688,5
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,14,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Kelly Pannek","Play",177,19,"","","","","Jesse Compher",191,19,2690,7
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,15,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Nicole Bullo","Play",5,16,"","","","","Lena Marie Lutz",42,18,2691,6
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,16,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,2,"Viivi Vainikka","Incomplete Play",8,12,"","","","","Ronja Savolainen",10,25,2696,2
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,26,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Ella Shelton","Play",7,25,"","","","","Jillian Saulnier",54,21,2701,6
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,26,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Kendall Coyne Schofield","Play",171,1,"","","","","Kelly Pannek",186,6,2703,8
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,32,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Alina Muller","Play",144,4,"","","","","Laura Zimmermann",198,25,2708,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,33,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Hilary Knight","Play",72,9,"","","","","Kendall Coyne Schofield",114,19,2710,4
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,34,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,2,"Viivi Vainikka","Incomplete Play",129,3,"","","","","Noora Tulus",135,22,2712,3
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,36,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,2,"Jenni Hiirikoski","Play",71,28,"","","","","Viivi Vainikka",105,12,2715,5
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,38,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Lara Christen","Incomplete Play",56,24,"","","","","Phoebe Staenz",97,38,2716,5
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,42,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Laura Stacey","Incomplete Play",83,4,"","","","","Emma Maltais",102,12,2720,4
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,42,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Hilary Knight","Incomplete Play",169,2,"","","","","Hannah Brandt",186,34,2722,8
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,46,"Olympic (Women) - Switzerland","Olympic (Women) - Canada",5,5,3,8,"Lara Stalder","Incomplete Play",73,23,"","","","","Phoebe Staenz",106,42,2728,4
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,51,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Emma Maltais","Incomplete Play",193,11,"","","","","Laura Stacey",171,26,2732,7
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,55,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,2,0,"Hannah Brandt","Incomplete Play",42,41,"","","","","Kendall Coyne Schofield",51,20,2739,6
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,65,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,2,"Viivi Vainikka","Play",98,37,"","","","","Jenni Hiirikoski",82,33,2744,4
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,67,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Ashton Bell","Play",145,12,"","","","","Jillian Saulnier",175,3,2745,8
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,70,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Mich Zandee-Hart","Play",141,4,"","","","","Ashton Bell",133,8,2750,3
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,74,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Kendall Coyne Schofield","Play",192,12,"","","","","Savannah Harmon",148,4,2752,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,75,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Jamie Lee Rattray","Play",164,26,"","","","","Mich Zandee-Hart",144,14,2754,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,79,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Jamie Lee Rattray","Play",187,16,"","","","","Ashton Bell",161,10,2758,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,80,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Emily Clark","Play",154,11,"","","","","Jamie Lee Rattray",187,16,2758,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,85,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Michelle Karvinen","Play",37,3,"","","","","Petra Nieminen",93,31,2764,5
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,86,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Jamie Lee Rattray","Play",163,12,"","","","","Emily Clark",195,22,2765,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,86,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Nelli Laitinen","Play",9,20,"","","","","Michelle Karvinen",35,5,2766,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,89,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,5,8,3,"Ashton Bell","Play",149,5,"","","","","Jamie Lee Rattray",178,3,2769,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,96,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Susanna Tapani","Incomplete Play",2,24,"","","","","Petra Nieminen",35,10,2778,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,97,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Ashton Bell","Play",159,23,"","","","","Jamie Lee Rattray",179,11,2780,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,99,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Anni Keisala","Incomplete Play",2,37,"","","","","Michelle Karvinen",26,2,2781,2
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,101,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Mich Zandee-Hart","Play",137,5,"","","","","Ashton Bell",137,13,2783,3
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,102,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Emily Clark","Play",162,13,"","","","","Mich Zandee-Hart",137,5,2784,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,105,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Brianne Jenner","Play",195,38,"","","","","Rebecca Johnston",186,35,2789,7
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,106,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Sanni Rantala","Play",52,26,"","","","","Petra Nieminen",67,26,2794,9
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,107,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Marie-Philip Poulin","Play",181,3,"","","","","Brianne Jenner",193,27,2795,7
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,112,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Alex Carpenter","Play",62,3,"","","","","Abby Roque",69,16,2797,9
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,113,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Erin Ambrose","Play",134,12,"","","","","Marie-Philip Poulin",152,1,2798,1
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,113,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Lee Stecklein","Play",6,20,"","","","","Alex Carpenter",62,3,2799,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,116,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Marie-Philip Poulin","Play",150,24,"","","","","Erin Ambrose",131,41,2801,3
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,118,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Sarah Fillier","Play",135,25,"","","","","Marie-Philip Poulin",142,22,2804,1
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,120,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Rebecca Johnston","Play",191,25,"","","","","Sarah Fillier",137,14,2804,10
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,123,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Abby Roque","Play",47,41,"","","","","Amanda Kessel",69,33,2806,9
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,124,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Erin Ambrose","Play",140,20,"","","","","Rebecca Johnston",170,18,2807,8
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,124,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Alex Carpenter","Incomplete Play",42,41,"","","","","Amanda Kessel",70,29,2809,9
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,125,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Rebecca Johnston","Play",135,2,"","","","","Erin Ambrose",132,24,2811,3
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,128,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Marie-Philip Poulin","Play",128,15,"","","","","Rebecca Johnston",135,2,2815,1
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,128,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Cayla Barnes","Incomplete Play",8,10,"","","","","Amanda Kessel",29,23,2816,2
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,130,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Ann-Renee Desbiens","Play",38,21,"","","","","Marie-Philip Poulin",115,6,2818,5
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,131,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Alex Carpenter","Play",34,21,"","","","","Cayla Barnes",20,8,2820,2
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,135,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Alex Carpenter","Play",28,25,"","","","","Lee Stecklein",29,3,2829,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,136,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Marie-Philip Poulin","Play",165,13,"","","","","Rebecca Johnston",148,23,2830,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,139,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Erin Ambrose","Play",135,34,"","","","","Marie-Philip Poulin",142,4,2837,1
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,139,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Michelle Karvinen","Play",118,42,"","","","","Petra Nieminen",142,25,2838,1
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,142,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Ronja Savolainen","Play",35,10,"","","","","Michelle Karvinen",91,18,2838,5
"14/2/2022","Olympics 2022","Olympic (Women) - Finland","Olympic (Women) - United States",2,143,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Jenni Hiirikoski","Play",20,33,"","","","","Ronja Savolainen",34,7,2838,6
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,145,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Sarah Fillier","Play",150,20,"","","","","Erin Ambrose",145,3,2839,1
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,149,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Natalie Spooner","Play",195,27,"","","","","Sarah Fillier",130,1,2842,10
"14/2/2022","Olympics 2022","Olympic (Women) - Canada","Olympic (Women) - Switzerland",2,155,"Olympic (Women) - Canada","Olympic (Women) - Switzerland",5,4,8,3,"Erin Ambrose","Play",131,35,"","","","","Melodie Daoust",143,23,2854,1
